URL Template,Name
https://www.amazon.com/s/?field-keywords=%s,amazon
https://www.google.com/search?q=%s,google
https://maps.google.com/maps?q=%s,map
https://scholar.google.com/scholar?q=%s,scholar
https://en.wikipedia.org/w/index.php?search=%s,wiki
https://www.startpage.com/do/dsearch?query=%s,startpage
https://www.linguee.com/english-german/search?source=auto&query=%s,dictionary
https://www.linguee.com/english-dutch/search?query=%s,netherlands
https://duckduckgo.com/?t=ftsa&q=%s&ia=web&kav=1&kn=1,duck
